id,text,label,language
3549,"Halo Maya, terima kasih telah menghubungi kami. Tiket #INV89123 Anda sudah selesai diproses.",non-spam,Indonesian
3550,Flash sale diskon 20% khusus hari ini di BelanjaMurah! Buruan checkout di tinyurl.com/9fQ2zR sebelum kehabisan stok.,spam,Indonesian
3551,PENAWARAN TERBATAS: Modal Rp100.000 bisa untung Rp25.000.000 per hari. gabung grup trading kami di tinyurl.com/9fQ2zR.,spam,Indonesian
3552,"Nasabah CIMB Niaga yth, demi keamanan akun Anda, mohon segera update data di bit.ly/4pK1xW dalam 24 jam ke depan.",spam,Indonesian
3553,PENAWARAN TERBATAS: Modal Rp100.000 bisa untung Rp7.500.000 per hari. gabung grup trading kami di login-secure-id.net.,spam,Indonesian
3554,Pengingat: janji temu Anda dengan dr. Kurniawan pada hari Jumat pukul 5:00 PM.,non-spam,Indonesian
3555,"Nasabah BRI yth, demi keamanan akun Anda, mohon segera update data di bit.ly/2mZ7qT dalam 24 jam ke depan.",spam,Indonesian
3556,"Kabar gembira, Anda terpilih mendapat hadiah motor dari undian HokiJaya. Segera hubungi fastpay-update.com untuk verifikasi pemenang.",spam,Indonesian
3557,"Halo Ratna, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 9:00 AM?",non-spam,Indonesian
3558,Flash sale diskon 20% khusus hari ini di AmanNet! Buruan checkout di bit.ly/3xK9pL sebelum kehabisan stok.,spam,Indonesian
3559,Pengingat: buku perpustakaan harus dikembalikan paling lambat hari Rabu. Bisa diperpanjang lewat aplikasi.,non-spam,Indonesian
3560,PENAWARAN TERBATAS: Modal Rp100.000 bisa untung Rp3.000.000 per hari. gabung grup trading kami di free-gift-claim.com.,spam,Indonesian
3561,"Kabar gembira, Anda terpilih mendapat hadiah motor dari undian KoinMaju. Segera hubungi tinyurl.com/9fQ2zR untuk verifikasi pemenang.",spam,Indonesian
3562,Pengingat: janji temu Anda dengan dr. Kurniawan pada hari Rabu pukul 5:00 PM.,non-spam,Indonesian
3563,"Halo Wahyu, jangan lupa kita ada acara keluarga akhir pekan ini. Tolong bawakan sound system ya.",non-spam,Indonesian
3564,Pengingat: janji temu Anda dengan dr. Kurniawan pada hari Selasa pukul 3:45 PM.,non-spam,Indonesian
3565,Flash sale diskon 60% khusus hari ini di Bank Sejahtera! Buruan checkout di bit.ly/4pK1xW sebelum kehabisan stok.,spam,Indonesian
3566,Selamat Lina! Anda mendapatkan bonus Rp1.000.000 dari TokoHemat. Klaim sekarang di secure-verify-now.com sebelum kadaluarsa!,spam,Indonesian
3567,"Halo Wahyu, terima kasih telah menghubungi kami. Tiket #INV90733 Anda sudah selesai diproses.",non-spam,Indonesian
3568,"Kabar gembira, Anda terpilih mendapat hadiah motor dari undian Pinjaman Cepat. Segera hubungi bit.ly/3xK9pL untuk verifikasi pemenang.",spam,Indonesian
3569,"Halo Dimas, terima kasih sudah mengerjakan desainnya dengan cepat, klien sangat puas!",non-spam,Indonesian
3570,Anda terpilih mendapatkan pulsa gratis Rp50.000 dari KerjaOnline. Klik fastpay-update.com untuk klaim sekarang!,spam,Indonesian
3571,"Halo Budi, mengingatkan rapat kita dijadwalkan pukul 3:45 PM hari Sabtu. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
3572,Pengingat: janji temu Anda dengan dr. Kurniawan pada hari Sabtu pukul 2:15 PM.,non-spam,Indonesian
3573,Flash sale diskon 30% khusus hari ini di KoinMaju! Buruan checkout di verifikasi-akun24.com sebelum kehabisan stok.,spam,Indonesian
3574,Akun media sosial Anda terindikasi melanggar kebijakan. Verifikasi sekarang juga di secure-verify-now.com agar tidak dihapus permanen.,spam,Indonesian
3575,Buruan. slot terbatas! Daftar member SehatJaya sekarang dan menangkan jackpot hingga Rp750.000 setiap hari.,spam,Indonesian
3576,"Nasabah BCA yth, demi keamanan akun Anda, mohon segera update data di secure-verify-now.com dalam 24 jam ke depan.",spam,Indonesian
3577,Ringkasan tagihan bulan April sudah tersedia di akun Anda. Pengeluaran masih sesuai anggaran.,non-spam,Indonesian
3578,"Halo Agus, terima kasih telah menghubungi kami. Tiket #INV96833 Anda sudah selesai diproses.",non-spam,Indonesian
3579,Pesanan Anda #INV86149 sudah dikirim dan diperkirakan tiba pada hari Kamis. Silakan cek status di akun Anda.,non-spam,Indonesian
3580,"Halo Rudi, selamat ulang tahun! Semoga harimu menyenangkan bersama keluarga dan teman-teman.",non-spam,Indonesian
3581,PENTING: Akun Mandiri Anda akan diblokir hari ini. Segera verifikasi data di verifikasi-akun24.com agar tidak terjadi pemblokiran permanen.,spam,Indonesian
3582,Tiket penerbangan Anda telah dikonfirmasi. Keberangkatan hari Rabu pukul 5:00 PM. Jangan lupa check-in online.,non-spam,Indonesian
3583,"Halo Budi, terima kasih telah menghubungi kami. Tiket #INV10853 Anda sudah selesai diproses.",non-spam,Indonesian
3584,Selamat datang bonus member baru! Klaim saldo gratis Rp25.000 di cek-saldo-now.info hari ini juga.,spam,Indonesian
3585,PENTING: Akun BNI Anda akan diblokir hari ini. Segera verifikasi data di promo-spesial24.com agar tidak terjadi pemblokiran permanen.,spam,Indonesian
3586,"Halo Wahyu, terima kasih telah menghubungi kami. Tiket #INV60002 Anda sudah selesai diproses.",non-spam,Indonesian
3587,Pesanan Anda #INV29448 sudah dikirim dan diperkirakan tiba pada hari Sabtu. Silakan cek status di akun Anda.,non-spam,Indonesian
3588,Buruan. slot terbatas! Daftar member Bank Sejahtera sekarang dan menangkan jackpot hingga Rp7.500.000 setiap hari.,spam,Indonesian
3589,Pengingat: janji temu Anda dengan dr. Saputra pada hari Minggu pukul 2:15 PM.,non-spam,Indonesian
3590,"Halo Fajar, mengingatkan rapat kita dijadwalkan pukul 3:45 PM hari Minggu. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
3591,Pesanan Anda #INV30687 sudah dikirim dan diperkirakan tiba pada hari Jumat. Silakan cek status di akun Anda.,non-spam,Indonesian
3592,Putri. paket Anda tertahan di gudang. Bayar biaya admin Rp35.000 di bit.ly/4pK1xW untuk melanjutkan pengiriman.,spam,Indonesian
3593,"Halo Eko, terima kasih telah menghubungi kami. Tiket #INV72858 Anda sudah selesai diproses.",non-spam,Indonesian
3594,"Selamat, Anda memenangkan undian smartphone terbaru dari BelanjaMurah! Klaim hadiah Anda sekarang di fastpay-update.com.",spam,Indonesian
3595,"Halo Rudi, terima kasih telah menghubungi kami. Tiket #INV67718 Anda sudah selesai diproses.",non-spam,Indonesian
3596,Pengingat: janji temu Anda dengan dr. Andini pada hari Rabu pukul 9:00 AM.,non-spam,Indonesian
3597,"Halo Ani, mengingatkan rapat kita dijadwalkan pukul 1:00 PM hari Jumat. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
3598,Pesanan Anda #INV81661 sudah dikirim dan diperkirakan tiba pada hari Kamis. Silakan cek status di akun Anda.,non-spam,Indonesian
3599,Butuh dana cepat? Pinjaman online Rp10.000.000 cair dalam 5 menit tanpa jaminan! Daftar sekarang di bit.ly/2mZ7qT.,spam,Indonesian
3600,"Halo Wahyu, jadi makan malam nanti malam kan? Kabari aku jam berapa ya.",non-spam,Indonesian
3601,Joko. paket Anda tertahan di gudang. Bayar biaya admin Rp15.000 di account-confirm.info untuk melanjutkan pengiriman.,spam,Indonesian
3602,"Nasabah Mandiri yth, demi keamanan akun Anda, mohon segera update data di login-secure-id.net dalam 24 jam ke depan.",spam,Indonesian
3603,Pesanan Anda #INV97741 sudah dikirim dan diperkirakan tiba pada hari Kamis. Silakan cek status di akun Anda.,non-spam,Indonesian
3604,Selamat Agus! Anda mendapatkan bonus Rp25.000.000 dari Undian Nasional. Klaim sekarang di free-gift-claim.com sebelum kadaluarsa!,spam,Indonesian
3605,Butuh dana cepat? Pinjaman online Rp3.000.000 cair dalam 5 menit tanpa jaminan! Daftar sekarang di account-confirm.info.,spam,Indonesian
3606,"Halo Eko, terima kasih sudah mengerjakan desainnya dengan cepat, klien sangat puas!",non-spam,Indonesian
3607,Kode OTP Anda akan segera kedaluwarsa. Konfirmasi sekarang di account-confirm.info untuk mengamankan akun BNI Anda.,spam,Indonesian
3608,Pesanan Anda #INV85191 sudah dikirim dan diperkirakan tiba pada hari Jumat. Silakan cek status di akun Anda.,non-spam,Indonesian
3609,"Halo Eko, jangan lupa kita ada acara keluarga akhir pekan ini. Tolong bawakan kue ya.",non-spam,Indonesian
3610,PENAWARAN TERBATAS: Modal Rp100.000 bisa untung Rp3.000.000 per hari. gabung grup trading kami di login-secure-id.net.,spam,Indonesian
3611,PENTING: Akun Mandiri Anda akan diblokir hari ini. Segera verifikasi data di free-gift-claim.com agar tidak terjadi pemblokiran permanen.,spam,Indonesian
3612,Investasi Rp100.000 jadi Rp15.000.000 hanya dalam seminggu! Bergabung sekarang di bit.ly/2mZ7qT. kuota terbatas!,spam,Indonesian
3613,"Halo Wahyu, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 5:00 PM?",non-spam,Indonesian
3614,"Halo Maya, mengingatkan rapat kita dijadwalkan pukul 1:00 PM hari Minggu. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
3615,"Selamat, Anda memenangkan undian smartphone terbaru dari Pinjaman Cepat! Klaim hadiah Anda sekarang di win-bonus24.net.",spam,Indonesian
3616,"Halo Rudi, jadi makan malam nanti malam kan? Kabari aku jam berapa ya.",non-spam,Indonesian
3617,"Halo Agus, terima kasih telah menghubungi kami. Tiket #INV13008 Anda sudah selesai diproses.",non-spam,Indonesian
3618,Selamat! Nomor HP Anda terpilih sebagai pemenang undian KoinMaju senilai Rp15.000.000. Hubungi fastpay-update.com untuk klaim hadiah.,spam,Indonesian
3619,Pesanan Anda #INV99468 sudah dikirim dan diperkirakan tiba pada hari Selasa. Silakan cek status di akun Anda.,non-spam,Indonesian
3620,Anda terpilih mendapatkan pulsa gratis Rp50.000 dari TokoHemat. Klik bit.ly/2mZ7qT untuk klaim sekarang!,spam,Indonesian
3621,"Halo Dedi, terima kasih sudah mengerjakan desainnya dengan cepat, klien sangat puas!",non-spam,Indonesian
3622,"Halo Rudi, terima kasih telah menghubungi kami. Tiket #INV68920 Anda sudah selesai diproses.",non-spam,Indonesian
3623,Terima kasih telah berlangganan newsletter kami. Berikut update terbaru untuk bulan Desember.,non-spam,Indonesian
3624,"Halo Andi, mengingatkan rapat kita dijadwalkan pukul 2:15 PM hari Sabtu. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
3625,Pengingat: janji temu Anda dengan dr. Hartono pada hari Rabu pukul 9:00 AM.,non-spam,Indonesian
3626,"Halo Ratna, terima kasih telah menghubungi kami. Tiket #INV28535 Anda sudah selesai diproses.",non-spam,Indonesian
3627,"Halo Dedi, terima kasih telah menghubungi kami. Tiket #INV10294 Anda sudah selesai diproses.",non-spam,Indonesian
3628,"Halo Budi, terima kasih sudah mengerjakan desainnya dengan cepat, klien sangat puas!",non-spam,Indonesian
3629,Selamat! Nomor HP Anda terpilih sebagai pemenang undian TokoHemat senilai Rp500.000. Hubungi bit.ly/4pK1xW untuk klaim hadiah.,spam,Indonesian
3630,"Halo Andi, jangan lupa kita ada rapat RT akhir pekan ini. Tolong bawakan piring tambahan ya.",non-spam,Indonesian
3631,Selamat Rudi! Anda mendapatkan bonus Rp25.000.000 dari KoinMaju. Klaim sekarang di verifikasi-akun24.com sebelum kadaluarsa!,spam,Indonesian
3632,Selamat! Nomor HP Anda terpilih sebagai pemenang undian SehatJaya senilai Rp3.000.000. Hubungi login-secure-id.net untuk klaim hadiah.,spam,Indonesian
3633,"Halo Arif, jadi makan malam nanti malam kan? Kabari aku jam berapa ya.",non-spam,Indonesian
3634,"Selamat, Anda memenangkan undian smartphone terbaru dari SehatJaya! Klaim hadiah Anda sekarang di tinyurl.com/9fQ2zR.",spam,Indonesian
3635,Pengingat: janji temu Anda dengan dr. Wijaya pada hari Selasa pukul 9:00 AM.,non-spam,Indonesian
3636,Promo spesial member baru! Dapatkan cashback Rp100.000 hanya dengan daftar di win-bonus24.net sekarang juga.,spam,Indonesian
3637,Yuni. paket Anda tertahan di gudang. Bayar biaya admin Rp15.000 di fastpay-update.com untuk melanjutkan pengiriman.,spam,Indonesian
3638,Anda terpilih mendapatkan pulsa gratis Rp150.000 dari KerjaOnline. Klik login-secure-id.net untuk klaim sekarang!,spam,Indonesian
3639,"Halo Agus, jangan lupa kita ada syukuran akhir pekan ini. Tolong bawakan piring tambahan ya.",non-spam,Indonesian
3640,Pengingat: janji temu Anda dengan dr. Wijaya pada hari Kamis pukul 9:00 AM.,non-spam,Indonesian
3641,Buruan. slot terbatas! Daftar member SehatJaya sekarang dan menangkan jackpot hingga Rp25.000.000 setiap hari.,spam,Indonesian
3642,Ringkasan tagihan bulan Juni sudah tersedia di akun Anda. Pengeluaran masih sesuai anggaran.,non-spam,Indonesian
3643,"Halo Rudi, jangan lupa kita ada arisan keluarga akhir pekan ini. Tolong bawakan minuman ya.",non-spam,Indonesian
3644,"Halo Dewi, mengingatkan rapat kita dijadwalkan pukul 1:00 PM hari Senin. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
3645,Promo spesial member baru! Dapatkan cashback Rp200.000 hanya dengan daftar di bit.ly/4pK1xW sekarang juga.,spam,Indonesian
3646,"Halo Agus, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 2:15 PM?",non-spam,Indonesian
3647,"Halo Fajar, mengingatkan rapat kita dijadwalkan pukul 3:45 PM hari Senin. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
3648,Selamat! Nomor HP Anda terpilih sebagai pemenang undian Undian Nasional senilai Rp10.000.000. Hubungi claim-prize-today.net untuk klaim hadiah.,spam,Indonesian
3649,"Halo Joko, mengingatkan rapat kita dijadwalkan pukul 2:15 PM hari Rabu. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
3650,"Halo Hendra, terima kasih telah menghubungi kami. Tiket #INV81476 Anda sudah selesai diproses.",non-spam,Indonesian
3651,Investasi Rp100.000 jadi Rp7.500.000 hanya dalam seminggu! Bergabung sekarang di claim-prize-today.net. kuota terbatas!,spam,Indonesian
3652,Kode OTP Anda akan segera kedaluwarsa. Konfirmasi sekarang di win-bonus24.net untuk mengamankan akun CIMB Niaga Anda.,spam,Indonesian
3653,"Kabar gembira, Anda terpilih mendapat hadiah motor dari undian AmanNet. Segera hubungi klaim-hadiah.net untuk verifikasi pemenang.",spam,Indonesian
3654,Pesanan Anda #INV61136 sudah dikirim dan diperkirakan tiba pada hari Senin. Silakan cek status di akun Anda.,non-spam,Indonesian
3655,"Selamat, Anda memenangkan undian smartphone terbaru dari HokiJaya! Klaim hadiah Anda sekarang di klaim-hadiah.net.",spam,Indonesian
3656,Pesanan Anda #INV18831 sudah dikirim dan diperkirakan tiba pada hari Minggu. Silakan cek status di akun Anda.,non-spam,Indonesian
3657,"Halo tim, berikut laporan untuk bulan Maret. Mohon ditinjau dan beri masukan sebelum rapat berikutnya.",non-spam,Indonesian
3658,"Halo Hendra, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 10:30 AM?",non-spam,Indonesian
3659,Promo spesial member baru! Dapatkan cashback Rp200.000 hanya dengan daftar di claim-prize-today.net sekarang juga.,spam,Indonesian
3660,Pengingat: janji temu Anda dengan dr. Saputra pada hari Jumat pukul 10:30 AM.,non-spam,Indonesian
3661,"Halo Ratna, terima kasih telah menghubungi kami. Tiket #INV56404 Anda sudah selesai diproses.",non-spam,Indonesian
3662,"Halo Bayu, selamat ulang tahun! Semoga harimu menyenangkan bersama keluarga dan teman-teman.",non-spam,Indonesian
3663,Flash sale diskon 40% khusus hari ini di AmanNet! Buruan checkout di free-gift-claim.com sebelum kehabisan stok.,spam,Indonesian
3664,Selamat! Nomor HP Anda terpilih sebagai pemenang undian AmanNet senilai Rp50.000.000. Hubungi free-gift-claim.com untuk klaim hadiah.,spam,Indonesian
3665,"Halo Nita, terima kasih telah menghubungi kami. Tiket #INV17038 Anda sudah selesai diproses.",non-spam,Indonesian
3666,"Selamat, Anda memenangkan undian smartphone terbaru dari Undian Nasional! Klaim hadiah Anda sekarang di bit.ly/3xK9pL.",spam,Indonesian
3667,Pesanan Anda #INV88768 sudah dikirim dan diperkirakan tiba pada hari Minggu. Silakan cek status di akun Anda.,non-spam,Indonesian
3668,"Selamat, Anda memenangkan undian smartphone terbaru dari Bank Sejahtera! Klaim hadiah Anda sekarang di claim-prize-today.net.",spam,Indonesian
3669,Pesanan Anda #INV36448 sudah dikirim dan diperkirakan tiba pada hari Jumat. Silakan cek status di akun Anda.,non-spam,Indonesian
3670,Tiket penerbangan Anda telah dikonfirmasi. Keberangkatan hari Sabtu pukul 2:15 PM. Jangan lupa check-in online.,non-spam,Indonesian
3671,Selamat Nita! Anda mendapatkan bonus Rp2.000.000 dari SehatJaya. Klaim sekarang di fastpay-update.com sebelum kadaluarsa!,spam,Indonesian
3672,Selamat! Nomor HP Anda terpilih sebagai pemenang undian TokoHemat senilai Rp2.000.000. Hubungi fastpay-update.com untuk klaim hadiah.,spam,Indonesian
3673,"Halo tim, berikut laporan untuk bulan April. Mohon ditinjau dan beri masukan sebelum rapat berikutnya.",non-spam,Indonesian
3674,"Nasabah CIMB Niaga yth, demi keamanan akun Anda, mohon segera update data di bit.ly/2mZ7qT dalam 24 jam ke depan.",spam,Indonesian
3675,"Halo Andi, mengingatkan rapat kita dijadwalkan pukul 5:00 PM hari Jumat. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
3676,"Halo Andi, mengingatkan rapat kita dijadwalkan pukul 3:45 PM hari Minggu. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
3677,Pesanan Anda #INV86221 sudah dikirim dan diperkirakan tiba pada hari Minggu. Silakan cek status di akun Anda.,non-spam,Indonesian
3678,Ani. paket Anda tertahan di gudang. Bayar biaya admin Rp25.000 di secure-verify-now.com untuk melanjutkan pengiriman.,spam,Indonesian
3679,"Nasabah BCA yth, demi keamanan akun Anda, mohon segera update data di win-bonus24.net dalam 24 jam ke depan.",spam,Indonesian
3680,Butuh dana cepat? Pinjaman online Rp750.000 cair dalam 5 menit tanpa jaminan! Daftar sekarang di bit.ly/3xK9pL.,spam,Indonesian
3681,"Halo Wahyu, mengingatkan rapat kita dijadwalkan pukul 3:45 PM hari Selasa. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
3682,"Halo Andi, jangan lupa kita ada acara keluarga akhir pekan ini. Tolong bawakan minuman ya.",non-spam,Indonesian
3683,Investasi Rp100.000 jadi Rp5.000.000 hanya dalam seminggu! Bergabung sekarang di promo-spesial24.com. kuota terbatas!,spam,Indonesian
3684,Balai warga akan tutup sementara hari Senin untuk perbaikan. Jam operasional normal kembali keesokan harinya.,non-spam,Indonesian
3685,Promo spesial member baru! Dapatkan cashback Rp200.000 hanya dengan daftar di bit.ly/3xK9pL sekarang juga.,spam,Indonesian
3686,Kode OTP Anda akan segera kedaluwarsa. Konfirmasi sekarang di fastpay-update.com untuk mengamankan akun BNI Anda.,spam,Indonesian
3687,"Halo Yuni, mengingatkan rapat kita dijadwalkan pukul 9:00 AM hari Sabtu. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
3688,"Halo Ratna, saya lampirkan invoice untuk layanan bulan lalu. Mohon ditinjau dan kabari jika ada yang perlu diklarifikasi.",non-spam,Indonesian
3689,"Kabar gembira, Anda terpilih mendapat hadiah motor dari undian SehatJaya. Segera hubungi win-bonus24.net untuk verifikasi pemenang.",spam,Indonesian
3690,"Halo Dewi, jangan lupa kita ada acara keluarga akhir pekan ini. Tolong bawakan sound system ya.",non-spam,Indonesian
3691,"Halo Yusuf, terima kasih telah menghubungi kami. Tiket #INV82487 Anda sudah selesai diproses.",non-spam,Indonesian
3692,PENAWARAN TERBATAS: Modal Rp100.000 bisa untung Rp2.000.000 per hari. gabung grup trading kami di win-bonus24.net.,spam,Indonesian
3693,Investasi Rp100.000 jadi Rp7.500.000 hanya dalam seminggu! Bergabung sekarang di cek-saldo-now.info. kuota terbatas!,spam,Indonesian
3694,Pesanan Anda #INV72273 sudah dikirim dan diperkirakan tiba pada hari Jumat. Silakan cek status di akun Anda.,non-spam,Indonesian
